# Reference      Predicted      Error          #atoms         
-206.71740      -206.80328      0.08589         64.00000       
-208.42019      -208.36667      0.05351         64.00000       
-206.70158      -206.87922      0.17764         64.00000       
-209.83992      -209.71552      0.12440         64.00000       
-205.75894      -205.61398      0.14496         64.00000       
-206.40093      -206.48426      0.08334         64.00000       
-204.18646      -204.21270      0.02624         64.00000       
-200.37972      -200.50185      0.12213         64.00000       
-209.42826      -209.34020      0.08806         64.00000       
-208.10013      -208.12145      0.02132         64.00000       
-209.76439      -209.68460      0.07979         64.00000       
-209.17950      -209.08736      0.09214         64.00000       
-206.27146      -206.27522      0.00376         64.00000       
-205.17206      -205.02270      0.14936         64.00000       
-210.20435      -210.20050      0.00386         64.00000       
-201.94150      -202.08831      0.14682         64.00000       
-203.76299      -203.80699      0.04400         64.00000       
-205.90432      -205.85880      0.04552         64.00000       
-195.22237      -195.40070      0.17833         64.00000       
-194.99660      -195.03609      0.03949         64.00000       
-193.79382      -193.69249      0.10134         64.00000       
