# Reference      Predicted      Error          
-2.30226        -2.68509        0.38283        
31.66137        31.81223        0.15086        
0.43869         0.44328         0.00459        
1.55912         1.55338         0.00574        
-20.86800       -21.02881       0.16081        
18.89175        18.87902        0.01273        
-4.72014        -4.71818        0.00196        
4.14600         4.12165         0.02435        
-15.61471       -15.63596       0.02125        
10.46972        10.60567        0.13595        
-29.04779       -29.10300       0.05521        
-19.94834       -20.00711       0.05877        
-44.21570       -44.53989       0.32419        
39.29940        39.47724        0.17784        
21.86526        22.11346        0.24820        
24.02676        24.02968        0.00292        
-4.87780        -4.99560        0.11780        
9.72695         9.75950         0.03254        
11.16898        11.18498        0.01600        
0.52911         0.53610         0.00700        
-20.40697       -20.40257       0.00440        
36.53062        36.78860        0.25799        
-7.00647        -6.99978        0.00669        
0.41876         0.41059         0.00816        
-30.38482       -30.64776       0.26294        
4.11726         4.47342         0.35616        
-33.64493       -33.85899       0.21406        
-17.30090       -17.32318       0.02227        
-54.56733       -54.94218       0.37485        
80.02091        80.50806        0.48714        
42.60026        42.83205        0.23179        
32.97787        33.06133        0.08346        
18.13281        18.03332        0.09949        
42.60736        43.30274        0.69539        
16.72730        16.73271        0.00542        
7.41764         7.40997         0.00767        
-26.31943       -26.99635       0.67692        
39.47860        39.50480        0.02619        
3.33554         3.34143         0.00589        
16.08019        16.06099        0.01921        
-10.84663       -10.85196       0.00532        
28.09583        28.17070        0.07487        
-9.76723        -9.76214        0.00509        
-1.01573        -1.11529        0.09956        
-26.94938       -26.97683       0.02745        
51.69889        53.92712        2.22823        
38.86312        41.15510        2.29198        
27.05849        28.40025        1.34175        
-78.56393       -82.90214       4.33820        
-3.60991        -3.21963        0.39028        
-6.50258        -6.49359        0.00899        
6.20979         6.21087         0.00108        
-37.51712       -37.91947       0.40235        
35.13883        37.85878        2.71995        
-5.41266        -5.65517        0.24251        
-7.93521        -7.95010        0.01489        
-54.46810       -57.23379       2.76569        
7.68843         8.15878         0.47035        
-43.93428       -46.21402       2.27974        
-81.57381       -85.72103       4.14723        
-61.30641       -61.77880       0.47240        
93.26993        96.37505        3.10513        
6.50157         6.50680         0.00524        
-0.05185        -0.07259        0.02074        
7.22716         6.15503         1.07213        
19.80167        19.80726        0.00559        
2.00068         2.00847         0.00778        
10.70756        10.69144        0.01612        
-5.99156        -6.00198        0.01042        
10.07316        10.04242        0.03074        
-13.22253       -13.22222       0.00031        
2.10106         2.08164         0.01942        
-1.78216        -1.78324        0.00107        
-23.51884       -25.08170       1.56286        
-18.22433       -18.22337       0.00096        
-17.60597       -17.60653       0.00056        
-57.72484       -58.17032       0.44549        
30.92561        31.01860        0.09299        
21.72042        21.81472        0.09430        
20.20435        20.45999        0.25564        
12.91668        15.31919        2.40251        
2.96047         2.98663         0.02616        
10.74971        10.76097        0.01126        
-4.63541        -4.63430        0.00111        
-23.82652       -23.82480       0.00173        
8.47597         8.47354         0.00242        
6.66778         6.67812         0.01034        
1.42313         1.41297         0.01016        
-14.82529       -14.83079       0.00550        
-8.47667        -8.53762        0.06095        
-19.25902       -19.33670       0.07768        
-18.44829       -18.72080       0.27251        
-56.38768       -58.86443       2.47674        
75.37493        77.49259        2.11766        
18.52005        18.53548        0.01543        
88.95481        93.48243        4.52762        
25.33090        25.33372        0.00282        
33.95414        34.21162        0.25748        
0.41918         0.43529         0.01611        
8.84729         8.84481         0.00248        
-14.02866       -14.26148       0.23282        
47.46002        47.52632        0.06630        
3.22041         3.47509         0.25468        
2.29184         2.27932         0.01252        
-7.82084        -7.83097        0.01013        
34.84276        35.16050        0.31774        
-10.83854       -10.83893       0.00040        
-35.05992       -36.77847       1.71855        
-41.04784       -41.37192       0.32407        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        0.00000         0.00000        
